windspeed,cloudcover,humidity,pressure,temperature
26.27917314028314,5.981742513788991,42.00258490949785,1038.1488953935548,32.84253838603832
16.272104852301705,20.392761381886405,46.943708539805854,1000.7841350760801,36.8388844027445
43.63872298224601,7.948813005089739,93.1533876248646,1017.217041398243,35.43112782405848
20.139803585601314,50.81756815987376,70.79663853295841,1002.8075847585989,35.508343983781685
18.73315341121132,62.206363097680054,21.356330994116295,980.7099816622521,26.27321399630015
32.06854257188844,38.04462922631302,46.19256083263659,985.4983096860234,28.38666132911239
46.01658288495843,53.015423002858896,67.88345838673352,993.9389799117159,25.326689537883507
25.400895936035205,8.543489398296867,31.840521778929485,1028.7300912028065,32.823521329972536
36.13453317772152,76.99584228848788,27.863287979807243,1006.5238910915565,21.44102187385661
22.844151244800422,3.2782047440628737,24.750789260252148,1015.3174198565238,31.24683153090632
10.940382550341877,63.44255835658051,70.44637910012653,1036.631394356152,35.9728569271394
6.197616312919102,43.33465416867139,45.647794058201214,988.8214227018531,34.45839885304513
6.816321824968957,18.380374644785302,49.89429246115792,1031.709162177533,39.79294502803963
1.0662857930257896,52.305587072384355,24.80322970200845,1002.7541604777782,33.20146810200169
27.645113854405512,78.09482289675277,79.04150596675461,1000.2488001417754,30.785848122453476
6.555298968700224,41.352241467067664,81.3405429801756,1017.5316974561414,40.82940129665721
43.28491704705471,36.770902560413454,86.35484443007414,1033.9183130332328,33.166824106992074
49.1448762334006,14.246038635554282,72.1330677249293,1000.9121547454338,27.92122947507397
24.793436339053766,59.45759856285093,81.86308583181449,1025.684494471262,34.93149977721999
22.483697297506637,82.80137139885912,66.17811286945027,981.1545250715359,30.246485825260685
17.403623770358646,56.13415502799079,59.33096485167102,1017.3860967420792,32.83543802670004
31.901347275467657,16.508756220266207,40.78500327967412,1017.8335201696347,28.54328638968891
30.401354600735853,66.12278302281493,24.270202355180032,1013.363631216391,23.297631169746097
17.169106046362703,3.01417647083686,43.34575733026608,1036.2693574556856,37.71159077848822
17.15833258682516,83.80539483285983,74.69009705524164,1036.3154767982674,34.913761747393934
32.24019166582998,92.14951835301255,94.14679360080343,1000.5236526084376,30.64259199426107
27.72730911151883,59.703648985917454,40.497098090698486,1007.3818551389386,26.059914642629142
35.92777138691841,88.17800007957044,73.58793176103299,1027.5425330227183,27.42621445751599
47.06961747520803,8.450557909763589,58.25957173285266,1030.6346840520957,29.62621872265646
38.97957804998337,22.83444941354401,70.20387343685493,1005.0781282902145,31.716681127123252
15.217285401685388,31.72606369914458,20.129747432301954,1000.9415955765988,29.15586593144575
37.95612169253386,77.31667073308755,29.812249367866972,1029.2369917856677,21.276539840728237
22.501226365610627,48.42398450341092,37.36168990593322,1002.6121693037194,29.273634266432154
38.88281953438465,34.83474619071622,91.47609550378233,1004.3139315561574,35.82703670150464
44.32856352752376,15.806969916016389,23.2422122620384,988.1318258663331,23.19720562203804
12.496967456495112,81.06429943234316,65.57070901448618,1012.5769482525161,34.66699578393158
11.932250576497827,2.052342056887013,94.29114534660906,999.586883927097,46.48180618312246
21.63124541370727,33.727046554477745,72.16559342970268,1015.4364037653728,36.0614308666151
2.5766936824008377,24.277560530398155,58.75232978745765,1006.8925440478494,41.72713173576348
34.284296963845335,12.901034659997057,50.87934236184546,1024.8881877658146,30.510886127038322
37.48505397866805,17.204149769404275,69.93561454588459,996.6663723324305,32.005564228121244
17.27150026509455,49.3797056136094,58.43081204547041,990.3199735284367,32.6558217521653
23.264262654836294,42.605649477588805,76.43295542903476,1022.1775856464648,35.25111794634284
29.517829356261434,51.83692030149361,69.42196642645771,1003.047632172811,29.170919519987557
3.679892300775023,72.76203702273595,65.39269427871668,1013.8162145021539,38.244436348802985
35.56487669327296,89.23287636881861,96.54483024201835,1036.464124154068,30.053749927597472
26.33508353745225,11.846207194761572,86.85535409700094,1009.0456216986912,39.65101978726927
