windspeed,cloudcover,humidity,pressure,temperature
18.727005942368123,39.363552027744205,49.89126547733588,1009.9802146237432,28.849821228104958
47.53571532049581,47.34356593750214,46.63296769851226,1024.8048063507556,26.165928936786905
36.59969709057025,85.45473932021804,34.092313000228806,1013.76000683938,27.135066406270056
29.93292420985183,34.00043860598922,68.58133360811904,984.9981549867077,26.212663635921345
7.800932022121826,86.96496848121713,58.12993284069031,991.1348142070133,40.806948397320156
7.799726016810133,8.813443097669149,89.25607938592029,993.1596910418551,44.127588441989545
2.9041806084099733,77.67984372086308,22.56876643856466,995.4718552186907,24.520406590856645
43.308807288746756,84.75476330547363,71.5094342044101,1013.9242035170303,28.065554584871645
30.05575058716044,18.181765283733874,81.0359102809249,1010.2379467895236,34.03297138213245
35.40362888980228,43.03465323722004,80.75892553506456,992.1896023018526,31.364393505476574
1.0292247147901223,16.54997746636556,90.88591736764201,984.0532906073412,44.068797035159136
48.49549260809972,70.66041289942177,78.32269942635952,990.2859322684831,20.595744827627
41.622132040021086,53.534776806165674,94.2248049318157,1039.062878757116,35.4348461843013
10.616955533913808,63.5323346708321,46.61252798567132,1008.1128169874884,30.924308395872178
9.091248360355031,19.648696695621116,60.256753340123446,1032.0407302821268,32.5438244680962
9.17022549267169,21.17458620524195,21.126373062631252,1030.9251480001305,36.41423327215126
15.212112147976885,4.149732550990636,20.556606984263297,1010.6911734477724,27.030795861984036
26.237821581611893,32.20675351957297,39.21012963612159,1022.4012625076326,24.211222005753733
21.597250932105787,55.97446613336749,28.06457577112682,991.5651206247627,32.66739791008237
14.561457009902096,85.79349139973289,40.81690943486029,1021.3038022956144,22.359126722146353
30.592644736118974,66.69274474586807,34.163463562271794,996.3430747557974,12.36208884939677
6.974693032602092,43.53963233997514,22.28160198709186,1029.923725805249,35.34865109519809
14.607232426760907,95.31201143941378,92.74433171248396,985.0234479865346,32.91943069722798
18.318092164684586,71.92452005758318,20.65785051111132,1026.3883203731166,24.590288723274753
22.803499210851797,93.016520286255,78.88657154696683,985.9962143941171,28.577706261295326
39.25879806965068,52.75879732721657,32.171830953561326,1032.8713542136586,24.328032268784142
9.983689107917987,25.89042747931396,92.978369759968,998.2522710881002,39.30405519593507
25.71172192068058,5.282668636472199,91.42367516719086,1019.2636018898345,47.97761424585275
29.620728443102124,72.60848514838504,72.3120917095406,1009.2501367172168,22.243597041459296
